2000         | 0.16392
4000         | 0.67714
6000         | 1.33633
8000         | 2.35515
10000        | 4.24453
12000        | 4.57739
14000        | 7.03419
16000        | 9.23716
18000        | 10.74446
20000        | 14.80903
22000        | 19.9726
24000        | 20.99899
26000        | 24.38294
28000        | 32.18617
30000        | 32.9039
