2000         | 0.1761
4000         | 0.69486
6000         | 1.69913
8000         | 2.44321
10000        | 4.72761
12000        | 5.76389
14000        | 8.27347
16000        | 10.14395
18000        | 13.42836
20000        | 18.03462
22000        | 20.63775
24000        | 25.94197
26000        | 28.65954
28000        | 31.23822
30000        | 36.23822
