2000         | 0.00051
4000         | 0.00098
6000         | 0.00123
8000         | 0.00187
10000        | 0.00236
12000        | 0.0032
14000        | 0.0039
16000        | 0.004
18000        | 0.00435
20000        | 0.00449
22000        | 0.00503
24000        | 0.00561
26000        | 0.00635
28000        | 0.00671
30000        | 0.0074
