2000         | 0.046
4000         | 0.178
6000         | 0.592
8000         | 1.362
10000        | 1.824
12000        | 2.201
14000        | 2.872
16000        | 3.757
18000        | 5.451
20000        | 6.533
22000        | 8.12
24000        | 8.797
26000        | 9.552
28000        | 10.617
30000        | 13.215
