2000         | 0.168
4000         | 0.691
6000         | 1.59
8000         | 2.783
10000        | 4.493
12000        | 6.656
14000        | 9.108
16000        | 11.216
18000        | 14.761
20000        | 17.978
22000        | 21.398
24000        | 25.963
26000        | 29.975
28000        | 34.752
30000        | 40.507
