2000         | 0.013
4000         | 0.049
6000         | 0.114
8000         | 0.206
10000        | 0.328
12000        | 0.45
14000        | 0.637
16000        | 0.847
18000        | 1.079
20000        | 1.324
22000        | 1.637
24000        | 1.98
26000        | 2.379
28000        | 2.727
30000        | 3.135
