2000         | 0.05847
4000         | 0.23586
6000         | 0.5181
8000         | 0.95124
10000        | 1.55841
12000        | 2.28402
14000        | 2.94208
16000        | 3.89906
18000        | 4.98708
20000        | 7.09111
22000        | 8.41976
24000        | 9.8823
26000        | 11.67161
28000        | 13.85212
30000        | 15.53054
