2000         | 0.059
4000         | 0.226
6000         | 0.505
8000         | 0.939
10000        | 1.404
12000        | 2.117
14000        | 2.876
16000        | 3.744
18000        | 4.798
20000        | 5.952
22000        | 7.308
24000        | 8.82
26000        | 11.34
28000        | 12.237
30000        | 14.206
